donation_id,donation_date,city,state,donor_type,food_type,quantity_donated_kg,quantity_available_kg,shelf_life_hours,storage_condition,storage_temp_C,distance_to_foodbank_km,foodbank_id,foodbank_capacity_kg,current_stock_kg,beneficiaries_count,transport_available,redistribution_priority,donor_contact_number,remarks
DON-0234,2026-02-06,Ludhiana,Punjab,Gurudwara Langar,Fruits,79.8,68.8,60.0,No Storage,30.6,10.1,FB-03,800,537,132.0,Yes,med,+91-988517201,
DON-0307,2026-02-04,Bathinda,Punjab,Supermarket,Wheat Flour,124.6,96.6,162.0,Room,24.4,10.8,FB-01,500,272,471.0,yes,High,+91-987151990,ok
DON-0458,2026-02-22,Jaipur,Rajasthan,Wedding Hall,Cooked Meals,83.3,78.5,5.0,Room,25.4,17.8,FB-04,1000,730,329.0,Y,High,+91-982727386,urgent pickup
DON-0165,2026-02-26,Patiala,Punjab,Supermarket,Dairy,149.8,139.7,24.0,Room,28.3,17.3,FB-05,1500,506,220.0,No,MEDIUM ,+91-986580509,festival surplus
DON-0318,2026-03-04,AMRITSAR,Punjab,Restaurant,Fruits,45.2,37.2,59.0,Cold,4.1,4.7,FB-01,1500,486,473.0,yes,med,+91-985657448,
DON-0137,2026-01-16,chandigarh ,Chandigarh UT,Farm,vegetables,65.9,61.2,,Room,27.9,8.4,FB-03,800,646,230.0,Yes,med,+91-981245300,festival surplus
DON-0411,2026-02-11,Ludhiana,Punjab,Gurudwara Langar,Dairy,79.7,64.5,25.0,Room,28.0,14.0,FB-01,1000,403,209.0,Y,med,+91-981301951,urgent pickup
DON-0198,2026-02-21,Ludhiana,Punjab,Gurudwara Langar,Bread/Bakery,134.0,93.6,19.0,No Storage,33.4,15.0,FB-04,500,110,205.0,yes,MEDIUM ,+91-986271513,
DON-0571,2026-01-22,Jalandhar,Punjab,Gurudwara Langar,Vegetables,50.2,31.6,55.0,Cold,5.1,-8.9,FB-01,1000,101,99.0,yes,MEDIUM ,+91-986727288,ok
DON-0259,2026-01-05,amritsar ,Punjab,Supermarket,VEGETABLES ,106.4,101.8,28.0,No Storage,29.0,19.1,FB-04,800,294,324.0,yes,High,+91-981855695,ok
DON-0233,2026-01-18,Jalandhar,Punjab,Household,cooked meals ,103.2,64.9,7.0,Cold,0.9,9.0,FB-05,1500,478,185.0,yes,high,+91-983286319,urgent pickup
DON-0116,2026-02-07,Jalandhar,Punjab,Gurudwara Langar,Cooked Meals,84.3,48.9,7.0,Cold,4.3,16.6,FB-02,800,270,288.0,YES ,med,+91-989547900,festival surplus
DON-0121,2026-02-18,Bathinda,Punjab,Supermarket,Bread/Bakery,61.5,45.3,10.0,Room,23.5,10.5,FB-02,1500,623,442.0,no ,High,+91-984360492,urgent pickup
DON-0464,2026-01-22,chandigarh ,Chandigarh UT,Hostel Mess,vegetables,132.9,119.2,36.0,Room,23.0,13.1,FB-02,1500,860,225.0,Y,Medium,+91-983554131,festival surplus
DON-0508,2026-02-10,Amritsar,Punjab,Hostel Mess,Wheat Flour,45.8,33.4,118.0,Cold,3.6,41.7,FB-03,800,553,254.0,YES ,med,+91-981313678,
DON-0377,2026-02-24,Jalandhar,Punjab,Gurudwara Langar,RICE,65.3,39.5,87.0,Room,30.4,30.7,FB-03,1000,660,400.0,no ,Medium,+91-986614058,ok
DON-0385,2026-01-08,AMRITSAR,Punjab,Farm,Vegetables,150.4,84.4,41.0,No Storage,29.7,10.4,FB-05,800,438,186.0,Y,med,+91-989124897,
DON-0225,2026-03-04,Jaipur,Rajasthan,Household,rice ,128.8,103.9,62.0,Cold,5.8,23.5,FB-01,1500,612,107.0,Y,Medium,+91-981676337,urgent pickup
DON-0586,2026-01-28,CHANDIGARH,Chandigarh UT,Farm,Bread/Bakery,54.9,31.9,18.0,Room,25.4,14.8,FB-01,500,265,170.0,,med,+91-985386262,
DON-0489,2026-03-01,Delhi,Delhi,Gurudwara Langar,cooked meals ,51.3,48.7,4.0,No Storage,24.5,7.6,FB-04,1000,437,379.0,yes,high,+91-982696941,festival surplus
DON-0348,2026-01-07,Delhi,Delhi,Gurudwara Langar,RICE,47.6,36.3,77.0,No Storage,32.4,3.3,FB-01,1000,375,351.0,No,Medium,+91-984171553,ok
DON-0128,2026-02-09,Bathinda,Punjab,Household,RICE,60.5,,106.0,Room,26.6,8.6,FB-01,1000,916,301.0,NO,med,+91-987702692,
DON-0079,2026-02-25,Bathinda,Punjab,Restaurant,Rice,56.7,34.9,57.0,No Storage,28.7,9.4,FB-04,500,266,197.0,No,med,+91-989064220,
DON-0446,2026-01-17,Delhi,Delhi,Supermarket,Wheat Flour,36.9,25.5,104.0,Cold,4.0,4.0,FB-03,500,405,186.0,,MEDIUM ,+91-987675789,ok
DON-0286,2026-01-27,chandigarh ,Chandigarh UT,Restaurant,vegetables,72.6,58.5,30.0,Cold,3.0,28.5,FB-03,800,185,310.0,Yes,Medium,+91-989896161,festival surplus
DON-0570,2026-02-08,Ludhiana,Punjab,Restaurant,Bread/Bakery,17.8,15.6,14.0,Room,25.5,17.1,FB-05,1500,915,,N,low ,+91-984898486,ok
DON-0044,2026-03-09,Patiala,Punjab,Supermarket,RICE,93.0,,61.0,Cold,4.8,32.6,FB-05,500,227,368.0,Y,Medium,+91-987854453,festival surplus
DON-0108,2026-02-28,Delhi,Delhi,Farm,rice ,143.5,,34.0,No Storage,27.6,17.0,FB-03,1500,1413,300.0,Yes,Medium,+91-984999694,urgent pickup
DON-0523,2026-01-16,CHANDIGARH,Chandigarh UT,Restaurant,rice ,163.2,106.9,62.0,Room,24.8,12.1,FB-02,800,375,186.0,NO,MEDIUM ,+91-986318259,urgent pickup
DON-0557,2026-01-18,Ludhiana,Punjab,Household,RICE,129.0,118.0,54.0,Room,24.9,7.4,FB-01,800,132,353.0,no ,med,+91-986969709,festival surplus
DON-0134,2026-03-10,Delhi,Delhi,Hostel Mess,Bread/Bakery,119.5,73.4,13.0,Room,23.5,14.9,FB-01,500,305,374.0,YES ,high,+91-987263998,ok
DON-0441,2026-01-26,Ludhiana,Punjab,Gurudwara Langar,vegetables,81.1,56.4,,Cold,5.3,6.5,FB-02,800,626,,Y,MEDIUM ,+91-987627735,
DON-0062,2026-02-15,CHANDIGARH,Chandigarh UT,Household,rice ,98.0,84.5,94.0,Room,23.3,15.4,FB-05,800,509,165.0,NO,Medium,+91-988537165,urgent pickup
DON-0045,2026-02-13,AMRITSAR,Punjab,Restaurant,Vegetables,80.6,69.3,49.0,Room,26.7,12.8,FB-03,1000,815,275.0,yes,Medium,+91-987984720,ok
DON-0170,2026-03-03,Bathinda,Punjab,Hostel Mess,Dairy,79.8,53.9,20.0,Cold,5.8,18.8,FB-05,1000,530,317.0,Yes,Medium,+91-986180703,ok
DON-0066,2026-01-12,Delhi,Delhi,Supermarket,Bread/Bakery,59.5,40.6,20.0,Room,21.8,36.4,FB-02,500,406,247.0,Y,MEDIUM ,+91-986701934,
DON-0284,2026-03-01,Delhi,Delhi,Hostel Mess,Wheat Flour,81.5,67.2,88.0,No Storage,27.8,18.1,FB-02,1000,944,295.0,NO,LOW,+91-982220682,festival surplus
DON-0086,2026-03-03,Chandigarh,Chandigarh UT,Supermarket,Fruits,85.4,119.56,46.0,Cold,5.9,33.1,FB-03,1000,190,366.0,Y,med,+91-987524559,
DON-0243,2026-02-25,Chandigarh,Chandigarh UT,Household,Dairy,170.2,156.8,28.0,Cold,4.6,14.4,FB-03,800,498,47.0,YES ,med,+91-983596882,ok
DON-0187,2026-01-23,Delhi,Delhi,Household,Wheat Flour,35.1,21.3,127.0,Room,24.4,5.3,FB-05,800,618,225.0,yes,Medium,+91-985102553,festival surplus
DON-0327,2026-01-27,AMRITSAR,Punjab,Household,Bread/Bakery,63.4,47.5,17.0,Room,22.1,37.6,FB-03,1500,784,138.0,Y,MEDIUM ,+91-989927811,urgent pickup
DON-0160,2026-02-18,Patiala,Punjab,Supermarket,Dairy,97.6,80.6,30.0,Cold,3.4,21.0,FB-02,800,702,105.0,yes,Medium,+91-986759919,festival surplus
DON-0013,2026-01-18,Ludhiana,Punjab,Hostel Mess,Cooked Meals,177.9,108.3,9.0,Cold,6.7,8.7,FB-04,500,132,253.0,Yes,high,+91-989837590,festival surplus
DON-0036,2026-02-09,amritsar ,Punjab,Restaurant,Dairy,87.7,66.9,21.0,Room,22.7,14.3,FB-05,1000,447,661.0,yes,high,+91-986735193,festival surplus
DON-0029,2026-03-04,Ludhiana,Punjab,Hostel Mess,COOKED MEALS,54.8,42.2,7.0,Cold,2.4,21.5,FB-04,1000,551,,yes,MEDIUM ,+91-982307506,festival surplus
DON-0171,2026-01-18,amritsar ,Punjab,Gurudwara Langar,Vegetables,79.8,54.6,29.0,Room,22.5,10.4,FB-04,1000,178,122.0,Y,Medium,+91-987021656,festival surplus
DON-0143,2026-01-10,Jaipur,Rajasthan,Gurudwara Langar,rice ,113.1,91.7,59.0,No Storage,31.8,5.4,FB-01,1000,727,254.0,yes,Medium,+91-987766886,ok
DON-0237,2026-01-20,ludhiana,Punjab,Household,Fruits,132.0,76.2,32.0,Room,25.8,15.9,FB-05,800,552,279.0,Yes,med,+91-981253078,
DON-0497,2026-02-05,LUDHIANA ,Punjab,Gurudwara Langar,VEGETABLES ,86.5,79.7,5.0,Room,28.0,19.3,FB-04,800,555,130.0,Yes,Medium,+91-982678575,festival surplus
DON-0517,2026-01-25,Bathinda,Punjab,Farm,RICE,134.6,106.3,44.0,Cold,0.9,18.4,FB-05,500,122,112.0,yes,med,+91-982778650,urgent pickup
DON-0580,2026-01-24,Jaipur,Rajasthan,Farm,Dairy,115.9,83.1,26.0,Room,30.4,35.1,FB-03,800,341,198.0,yes,MEDIUM ,+91-983034730,festival surplus
DON-0222,2026-01-20,chandigarh ,Chandigarh UT,Restaurant,Wheat Flour,174.6,129.1,113.0,Room,60.0,27.0,FB-03,1000,933,240.0,N,Medium,+91-988372801,urgent pickup
DON-0591,2026-03-05,Patiala,Punjab,Hostel Mess,Bread/Bakery,93.8,82.4,17.0,Cold,3.6,6.3,FB-03,1500,1321,79.0,YES ,Medium,+91-987573104,festival surplus
DON-0096,2026-02-15,Jaipur,Rajasthan,Supermarket,vegetables,82.2,68.4,70.0,No Storage,22.7,15.5,FB-04,500,319,182.0,YES ,med,+91-983519507,urgent pickup
DON-0052,2026-02-13,Jalandhar,Punjab,Restaurant,Cooked Meals,86.3,74.7,7.0,Cold,3.6,-14.2,FB-04,500,471,351.0,Y,high,+91-986203916,ok
DON-0241,2026-02-08,Bathinda,Punjab,Hostel Mess,Wheat Flour,128.4,82.7,161.0,Room,21.7,8.1,FB-05,800,402,327.0,Y,HIGH ,+91-987575273,urgent pickup
DON-0525,2026-02-06,Jaipur,Rajasthan,Hostel Mess,Dairy,81.4,74.4,40.0,Cold,3.8,23.5,FB-03,1000,593,92.0,no ,low ,+91-983141997,festival surplus
DON-0352,2026-02-26,amritsar ,Punjab,Restaurant,Dairy,93.4,60.7,24.0,Room,23.4,24.1,FB-05,500,410,281.0,YES ,MEDIUM ,+91-987401391,ok
DON-0533,2026-03-09,LUDHIANA ,Punjab,Farm,RICE,37.5,28.7,86.0,Cold,6.0,14.4,FB-05,1500,820,300.0,Yes,MEDIUM ,+91-981483843,festival surplus
DON-0179,2026-01-10,amritsar ,Punjab,Gurudwara Langar,rice ,78.1,74.3,76.0,Room,29.4,37.6,FB-04,800,640,272.0,no ,low ,+91-988595959,urgent pickup
DON-0461,2026-01-12,Jalandhar,Punjab,Supermarket,Bread/Bakery,71.5,68.2,15.0,Room,27.3,10.1,FB-05,500,460,228.0,No,med,+91-988540155,
DON-0543,2026-02-11,chandigarh ,Chandigarh UT,Gurudwara Langar,Dairy,85.7,83.8,26.0,Cold,3.1,14.6,FB-05,1000,743,91.0,,Medium,+91-983988506,
DON-0042,2026-02-26,Jaipur,Rajasthan,Wedding Hall,Dairy,109.5,78.9,16.0,Cold,4.9,6.0,FB-04,1500,945,148.0,Y,med,+91-987429611,festival surplus
DON-0572,2026-01-17,Bathinda,Punjab,Household,Fruits,109.3,86.3,24.0,Room,27.8,13.5,FB-04,1500,1398,128.0,yes,high,+91-987441168,festival surplus
DON-0539,2026-01-05,Delhi,Delhi,Gurudwara Langar,Rice,61.4,44.4,108.0,Cold,2.4,11.1,FB-03,1500,879,74.0,NO,LOW,+91-985570634,urgent pickup
DON-0207,2026-01-29,Jaipur,Rajasthan,Gurudwara Langar,Bread/Bakery,49.9,39.5,22.0,Room,27.0,11.8,FB-05,800,364,646.0,YES ,HIGH ,+91-987234408,urgent pickup
DON-0393,2026-02-14,ludhiana,Punjab,Restaurant,VEGETABLES ,85.9,64.0,44.0,Room,21.5,14.1,FB-04,500,339,325.0,Y,MEDIUM ,+91-984701339,ok
DON-0283,2026-01-23,Jalandhar,Punjab,Household,Rice,47.2,44.5,6.0,Cold,3.4,12.1,FB-03,1000,835,211.0,N,Medium,+91-985171364,ok
DON-0359,2026-02-28,AMRITSAR,Punjab,Hostel Mess,Bread/Bakery,31.1,20.4,13.0,No Storage,30.6,8.5,FB-04,500,330,255.0,Y,Medium,+91-983390514,ok
DON-0398,2026-01-26,Chandigarh,Chandigarh UT,Household,vegetables,133.8,103.0,27.0,No Storage,30.2,24.5,FB-01,1500,481,283.0,Y,med,+91-981286172,ok
DON-0255,2026-01-06,Patiala,Punjab,Supermarket,Bread/Bakery,36.6,27.9,12.0,Room,21.5,6.7,FB-03,800,561,217.0,NO,Medium,+91-986607423,urgent pickup
DON-0518,2026-02-21,Chandigarh,Chandigarh UT,Hostel Mess,COOKED MEALS,77.6,75.5,8.0,Room,23.9,3.2,FB-04,1000,276,302.0,Y,HIGH ,+91-988045158,festival surplus
DON-0218,2026-01-31,chandigarh ,Chandigarh UT,Gurudwara Langar,Cooked Meals,123.8,71.0,7.0,Cold,1.9,20.2,FB-03,800,675,140.0,yes,med,+91-988907386,
DON-0005,2026-02-18,Bathinda,Punjab,Farm,Bread/Bakery,67.3,42.9,19.0,No Storage,26.9,17.6,FB-03,500,147,206.0,No,Medium,+91-983539448,ok
DON-0550,2026-01-29,Chandigarh,Chandigarh UT,Wedding Hall,RICE,72.6,61.9,91.0,Room,21.9,15.3,FB-04,1500,938,93.0,No,LOW,+91-987442627,festival surplus
DON-0099,2026-02-06,CHANDIGARH,Chandigarh UT,Restaurant,Fruits,120.8,71.0,39.0,No Storage,32.4,6.5,FB-01,500,392,552.0,YES ,med,+91-986432019,ok
DON-0407,2026-02-22,Jaipur,Rajasthan,Gurudwara Langar,Fruits,44.1,37.6,61.0,Cold,1.3,14.9,FB-03,1500,985,115.0,no ,low ,+91-984177640,
DON-0503,2026-02-28,Bathinda,Punjab,Farm,Cooked Meals,71.2,65.5,13.0,Cold,3.8,8.4,FB-02,500,295,319.0,No,Medium,+91-988978503,
DON-0048,2026-01-17,Bathinda,Punjab,Restaurant,Fruits,21.5,15.9,68.0,No Storage,31.9,15.1,FB-04,800,363,491.0,,LOW,+91-987843532,urgent pickup
DON-0033,2026-02-08,LUDHIANA ,Punjab,Supermarket,Fruits,94.5,132.29999999999998,62.0,Cold,3.1,8.8,FB-01,500,403,275.0,yes,med,+91-983869760,
DON-0201,2026-01-07,ludhiana,Punjab,Hostel Mess,cooked meals ,137.5,90.3,7.0,Room,25.0,18.3,FB-03,800,449,301.0,Y,high,+91-984716434,urgent pickup
DON-0135,2026-02-28,Jalandhar,Punjab,Gurudwara Langar,Cooked Meals,55.9,34.6,7.0,Cold,4.3,11.0,FB-05,1000,201,181.0,Yes,High,+91-981708672,ok
DON-0028,2026-02-18,Jalandhar,Punjab,Supermarket,Bread/Bakery,104.1,72.7,12.0,No Storage,28.2,10.3,FB-05,800,269,217.0,YES ,med,+91-986455770,ok
DON-0541,2026-01-12,Delhi,Delhi,Household,Cooked Meals,73.4,42.7,8.0,Room,30.9,19.5,FB-03,500,389,268.0,,MEDIUM ,+91-988629038,urgent pickup
DON-0231,2026-01-27,Patiala,Punjab,Farm,Dairy,117.3,73.5,12.0,Cold,5.5,17.9,FB-03,500,127,189.0,Yes,Medium,+91-981822564,ok
DON-0490,2026-02-23,Jaipur,Rajasthan,Supermarket,Fruits,55.9,51.1,54.0,Room,23.1,10.2,FB-02,1500,520,44.0,Yes,Medium,+91-988816186,urgent pickup
DON-0379,2026-02-27,CHANDIGARH,Chandigarh UT,Supermarket,COOKED MEALS,117.6,80.1,7.0,Room,25.1,14.9,FB-02,1000,350,54.0,no ,MEDIUM ,+91-989683790,ok
DON-0289,2026-02-06,Ludhiana,Punjab,Supermarket,Rice,150.0,109.3,62.0,Cold,3.3,11.4,FB-02,1000,430,305.0,no ,med,+91-981045807,urgent pickup
DON-0419,2026-01-31,CHANDIGARH,Chandigarh UT,Farm,Bread/Bakery,156.3,116.3,26.0,Room,23.4,11.6,FB-02,500,391,39.0,Yes,MEDIUM ,+91-981052055,urgent pickup
DON-0392,2026-02-23,Jaipur,Rajasthan,Hostel Mess,Fruits,70.0,44.1,29.0,Cold,4.3,18.1,FB-05,1500,1317,158.0,Y,Medium,+91-988146423,festival surplus
DON-0499,2026-01-24,Chandigarh,Chandigarh UT,Supermarket,Dairy,20.5,11.8,24.0,Room,25.2,28.6,FB-01,1500,1257,175.0,Yes,Medium,+91-987346502,festival surplus
DON-0139,2026-02-08,Jaipur,Rajasthan,Gurudwara Langar,RICE,158.9,88.2,0.0,Cold,3.9,5.6,FB-01,1000,541,258.0,yes,MEDIUM ,+91-988706113,
DON-0063,2026-03-01,ludhiana,Punjab,Gurudwara Langar,Fruits,105.3,77.7,45.0,Room,30.4,16.1,FB-04,800,663,157.0,YES ,Medium,+91-985600108,festival surplus
DON-0472,2026-02-18,Delhi,Delhi,Supermarket,VEGETABLES ,66.1,50.8,40.0,Cold,3.2,6.4,FB-03,1000,171,325.0,,Medium,+91-984986752,festival surplus
DON-0129,2026-01-05,Jaipur,Rajasthan,Farm,Bread/Bakery,106.3,,22.0,Room,24.5,13.7,FB-02,1500,518,178.0,NO,Medium,+91-989343199,ok
DON-0420,2026-02-21,Patiala,Punjab,Household,Bread/Bakery,199.1,143.1,15.0,No Storage,30.6,14.4,FB-05,1500,814,346.0,Y,High,+91-984458332,festival surplus
DON-0521,2026-03-04,Patiala,Punjab,Supermarket,Fruits,147.4,81.9,57.0,Room,26.1,20.9,FB-04,500,194,28.0,YES ,MEDIUM ,+91-986063834,
DON-0065,2026-02-12,Patiala,Punjab,Gurudwara Langar,RICE,85.6,55.6,75.0,Cold,3.3,7.9,FB-03,1000,114,472.0,NO,med,+91-987935774,
DON-0015,2026-02-21,Jaipur,Rajasthan,Household,Vegetables,83.3,47.3,,Room,22.8,12.8,FB-01,800,702,150.0,YES ,med,+91-981176615,ok
DON-0157,2026-03-06,Patiala,Punjab,Farm,Wheat Flour,79.9,44.5,128.0,Cold,4.7,4.0,FB-04,500,321,97.0,yes,med,+91-984071640,
DON-0041,2026-02-07,Jalandhar,Punjab,Gurudwara Langar,Rice,91.5,88.8,92.0,No Storage,23.5,16.8,FB-05,1500,282,175.0,Yes,MEDIUM ,+91-983694946,
DON-0493,2026-02-05,LUDHIANA ,Punjab,Gurudwara Langar,Bread/Bakery,82.4,,17.0,Cold,3.3,25.2,FB-02,800,690,157.0,Y,med,+91-982646673,urgent pickup
DON-0380,2026-01-22,LUDHIANA ,Punjab,Farm,rice ,100.4,,29.0,Room,24.3,22.3,FB-05,1000,283,335.0,,MEDIUM ,+91-985782969,
DON-0188,2026-02-10,Jaipur,Rajasthan,Restaurant,Wheat Flour,72.6,58.5,152.0,Room,30.3,10.0,FB-05,800,550,309.0,Y,Medium,+91-989537333,
DON-0217,2026-02-12,amritsar ,Punjab,Restaurant,Wheat Flour,93.3,54.3,155.0,Room,29.2,18.4,FB-01,1000,489,178.0,No,Low,+91-983328033,urgent pickup
DON-0053,2026-02-26,amritsar ,Punjab,Hostel Mess,Wheat Flour,90.4,59.3,110.0,Cold,3.6,15.5,FB-01,1000,847,212.0,no ,low ,+91-986672605,festival surplus
DON-0338,2026-02-06,Chandigarh,Chandigarh UT,Restaurant,cooked meals ,139.1,115.6,12.0,Cold,1.9,6.7,FB-02,1000,706,50.0,YES ,med,+91-987409363,urgent pickup
DON-0296,2026-01-12,Bathinda,Punjab,Hostel Mess,Dairy,82.5,70.0,18.0,No Storage,27.3,3.5,FB-01,1500,1275,271.0,NO,med,+91-989966309,urgent pickup
DON-0252,2026-01-13,Chandigarh,Chandigarh UT,Household,Wheat Flour,110.4,100.8,104.0,Room,24.0,6.6,FB-02,1500,264,134.0,no ,med,+91-986681868,festival surplus
DON-0462,2026-03-10,Delhi,Delhi,Wedding Hall,Bread/Bakery,54.3,34.6,23.0,Cold,4.7,15.2,FB-03,1000,364,291.0,,Medium,+91-989882014,
DON-0456,2026-01-21,Bathinda,Punjab,Wedding Hall,VEGETABLES ,106.1,80.0,42.0,Room,26.7,35.5,FB-01,1500,273,133.0,yes,med,+91-987150158,urgent pickup
DON-0235,2026-01-22,Patiala,Punjab,Restaurant,VEGETABLES ,70.3,44.6,53.0,Cold,4.0,13.2,FB-02,1000,458,169.0,Yes,Medium,+91-982698413,urgent pickup
DON-0270,2026-03-02,ludhiana,Punjab,Farm,Fruits,52.1,,500.0,Room,24.4,7.0,FB-04,800,268,70.0,YES ,Medium,+91-989817518,ok
DON-0202,2026-02-14,Patiala,Punjab,Gurudwara Langar,Wheat Flour,84.1,63.7,99.0,Room,25.6,13.9,FB-05,1000,846,299.0,Y,MEDIUM ,+91-982804053,
DON-0162,2026-02-09,ludhiana,Punjab,Restaurant,vegetables,85.3,,22.0,Cold,5.8,10.3,FB-05,800,93,182.0,,high,+91-982846357,
DON-0402,2026-01-28,Bathinda,Punjab,Household,Bread/Bakery,60.1,38.6,18.0,Room,26.6,25.7,FB-04,1500,1073,374.0,Yes,med,+91-985590585,
DON-0477,2026-01-19,Delhi,Delhi,Hostel Mess,Wheat Flour,72.0,58.4,160.0,Room,27.8,13.8,FB-02,500,153,280.0,Yes,MEDIUM ,+91-985278639,urgent pickup
DON-0106,2026-03-06,Patiala,Punjab,Gurudwara Langar,Bread/Bakery,102.0,69.0,25.0,No Storage,26.5,16.1,FB-01,1000,519,187.0,YES ,MEDIUM ,+91-982549420,
DON-0390,2026-02-26,AMRITSAR,Punjab,Hostel Mess,Bread/Bakery,101.2,83.3,20.0,No Storage,32.5,10.8,FB-05,1000,745,288.0,Y,high,+91-982088894,festival surplus
DON-0002,2026-01-10,chandigarh ,Chandigarh UT,Gurudwara Langar,Bread/Bakery,69.0,51.8,20.0,Room,18.9,21.3,FB-03,800,345,126.0,N,med,+91-984910197,urgent pickup
DON-0576,2026-01-09,Jaipur,Rajasthan,Farm,rice ,93.6,90.0,71.0,Cold,3.4,14.5,FB-05,1500,1407,527.0,no ,med,+91-983338782,ok
DON-0081,2026-01-17,Bathinda,Punjab,Restaurant,cooked meals ,105.2,82.6,10.0,Cold,3.8,25.8,FB-01,500,217,145.0,no ,Medium,+91-982428080,ok
DON-0206,2026-02-17,Jaipur,Rajasthan,Wedding Hall,Dairy,95.3,80.1,24.0,Room,21.5,38.8,FB-05,1000,397,326.0,Y,high,+91-981360306,festival surplus
DON-0035,2026-03-02,Delhi,Delhi,Supermarket,Cooked Meals,102.4,80.3,7.0,No Storage,30.7,19.0,FB-04,1000,846,489.0,,HIGH ,+91-986275034,festival surplus
DON-0509,2026-02-05,Jaipur,Rajasthan,Wedding Hall,Fruits,105.9,88.1,63.0,No Storage,26.8,11.5,FB-05,1000,177,252.0,yes,Medium,+91-989193300,
DON-0428,2026-02-10,ludhiana,Punjab,Supermarket,Dairy,226.3,189.5,16.0,Room,23.9,21.6,FB-05,800,174,343.0,Y,HIGH ,+91-988878239,festival surplus
DON-0455,2026-02-25,Jalandhar,Punjab,Wedding Hall,Rice,116.5,105.3,82.0,Cold,4.1,8.2,FB-05,1500,257,170.0,YES ,Medium,+91-981742476,urgent pickup
DON-0367,2026-01-28,Jaipur,Rajasthan,Farm,Cooked Meals,70.1,42.9,5.0,Cold,6.0,-19.1,FB-04,1000,227,292.0,N,Medium,+91-981312051,festival surplus
DON-0092,2026-02-05,LUDHIANA ,Punjab,Household,COOKED MEALS,72.2,68.4,7.0,Room,22.1,3.4,FB-04,500,257,52.0,No,Medium,+91-987208714,
DON-0340,2026-02-18,Jalandhar,Punjab,Supermarket,Dairy,149.8,109.8,24.0,Cold,4.4,20.3,FB-01,1000,521,114.0,No,Medium,+91-989052377,urgent pickup
DON-0565,2026-01-22,Jaipur,Rajasthan,Gurudwara Langar,Wheat Flour,105.0,90.6,136.0,Room,21.6,12.1,FB-02,800,254,353.0,YES ,HIGH ,+91-986295986,festival surplus
DON-0346,2026-01-17,Chandigarh,Chandigarh UT,Gurudwara Langar,Cooked Meals,137.9,193.06,8.0,Room,60.0,20.4,FB-02,500,420,71.0,Yes,Medium,+91-983791671,ok
DON-0242,2026-03-09,Delhi,Delhi,Restaurant,Dairy,59.2,43.0,36.0,Room,25.3,13.5,FB-02,1000,873,309.0,NO,MEDIUM ,+91-989491485,
DON-0014,2026-02-28,Patiala,Punjab,Farm,Bread/Bakery,50.4,49.0,24.0,No Storage,22.0,17.6,FB-04,1500,1380,400.0,yes,MEDIUM ,+91-988019431,
DON-0316,2026-02-23,Bathinda,Punjab,Gurudwara Langar,Fruits,136.9,78.5,56.0,Room,60.0,18.9,FB-02,800,588,128.0,Y,Medium,+91-984890702,ok
DON-0388,2026-03-03,Patiala,Punjab,Gurudwara Langar,COOKED MEALS,185.4,181.5,9.0,No Storage,32.9,18.5,FB-04,800,508,159.0,,HIGH ,+91-983896355,
DON-0274,2026-01-15,Delhi,Delhi,Restaurant,Wheat Flour,49.6,29.6,154.0,No Storage,33.3,7.4,FB-03,1500,933,120.0,YES ,LOW,+91-985859382,urgent pickup
DON-0167,2026-01-20,Bathinda,Punjab,Hostel Mess,rice ,109.3,77.8,55.0,Room,23.1,15.0,FB-03,500,248,302.0,No,MEDIUM ,+91-989471414,urgent pickup
DON-0110,2026-02-04,Jalandhar,Punjab,Farm,Vegetables,113.5,70.5,10.0,Room,26.3,16.8,FB-03,800,485,402.0,yes,HIGH ,+91-984325315,ok
DON-0485,2026-01-25,Bathinda,Punjab,Hostel Mess,Dairy,125.7,72.1,29.0,Room,22.6,8.0,FB-04,1000,156,175.0,yes,med,+91-982401170,ok
DON-0078,2026-03-05,Bathinda,Punjab,Hostel Mess,Vegetables,55.2,50.0,39.0,Cold,2.8,0.9,FB-05,1500,1140,,NO,med,+91-981864645,
DON-0505,2026-02-13,Bathinda,Punjab,Supermarket,Bread/Bakery,136.9,97.6,19.0,Cold,3.3,11.2,FB-04,800,595,324.0,YES ,high,+91-988818014,festival surplus
DON-0244,2026-01-13,Patiala,Punjab,Gurudwara Langar,Vegetables,81.6,45.1,28.0,Room,24.6,11.3,FB-03,500,91,136.0,Y,MEDIUM ,+91-981787600,ok
DON-0567,2026-03-08,Delhi,Delhi,Hostel Mess,Bread/Bakery,51.9,28.7,14.0,Cold,4.3,10.7,FB-02,800,730,246.0,yes,Medium,+91-983125542,urgent pickup
DON-0563,2026-02-06,Patiala,Punjab,Gurudwara Langar,Wheat Flour,86.0,55.1,138.0,Room,24.1,12.6,FB-01,1000,761,205.0,YES ,med,+91-989837039,urgent pickup
DON-0190,2026-01-27,ludhiana,Punjab,Restaurant,vegetables,51.3,36.2,39.0,Room,25.9,12.8,FB-05,1500,921,346.0,Y,med,+91-985776415,ok
DON-0476,2026-01-30,Jalandhar,Punjab,Restaurant,Bread/Bakery,36.1,35.4,14.0,Room,28.8,60.9,FB-04,1000,750,149.0,YES ,MEDIUM ,+91-982972645,
